Категория,Вуз,Адрес,e-mail,Телефон,Сайт
Транспортные,"Институт сервиса, туризма и дизайна (филиал) Северо-Кавказского федерального университета","г. Пятигорск (Ставропольский край), ул. 40 лет Октября, д. 56",info@pfil.ncstu.ru,(8793) 97-39-27,http://www.pfncfu.ru/
Транспортные,Дзержинский политехнический институт (филиал) Нижегородского Государственного Политехнического Университета им. Р.Е. Алексеева,"г. Дзержинск (Нижегородская обл.), ул. Гайдара, д. 49, корп. 1",sekretar@dfngtu.nnov.ru,(831) 334-47-30,https://dpi.nntu.ru/
Транспортные,Сызранский филиал Самарского государственного технического университета,"г. Сызрань (Самарская обл.), ул. Советская, д. 45",nauka@sstu.syzran.ru,(8464) 98-60-68,http://sfsamgtu.com/
Транспортные,Филиал в г. Туапсе Ростовского государственного университета путей сообщения,"г. Туапсе (Краснодарский край, Туапсинский р-н), ул. Богдана Хмельницкого, д. 85",trgups@newmail.ru,"(86167) 3-21-60, 3-21-52",http://www.rgups.ru
Транспортные,Набережночелнинский институт КФУ (филиал),"Набережные Челны, пр.Сююмбике, д.10А",chelny@kpfu.ru,(8552) 39-71-40,http://kpfu.ru/chelny
Транспортные,Елабужский институт КФУ (филиал),"Елабуга, ул. Казанская, д. 89",elabuga@kpfu.ru,"(85557) 7-53-50, 7-54-21",http://kpfu.ru/elabuga
Транспортные,Бугульминский филиал КНИТУ,"Бугульма, ул. Красноармейская, д. 9",bf-kgtu@yandex.ru,(85594) 4-52-38,http://bfknitu.com
Транспортные,Нижнекамский химико-технологический институт (филиал КНИТУ),"Нижнекамск, пр. Строителей, 47",pd@nchti.ru,(8555) 39-23-87,http://www.nchti.ru/
Транспортные,Бузулукский гуманитарно-технологический институт Оренбургского государственного университета,"г. Бузулук (Оренбургская обл.), ул. Комсомольская, д. 112",edu@bgti.ru,"(35342) 5-59-74 , 2-09-06",http://www.bgti.ru/
Транспортные,Филиал ВУНЦ ВМФ «Военно-морская академия» в г. Калининграде,"г. Калининград (Калининградская обл.), Советский пр., д. 82",vunc-vmf-bvmi@mil.ru,"(812) 431-94-78 (Центральная приемная комиссия), (4012) 93-52-10 (тел. дежурного)",http://mil.ru/
Транспортные,Кумертауский филиал Оренбургского государственного университета,"г. Кумертау (Башкортостан респ.), пер. 2-ой Советский, д. 3б",kfosu@mail.ru,(34761) 2-18-38,http://kf.osu.ru/
Транспортные,Омский институт водного транспорта (филиал) Сибирского государственного университета водного транспорта,"г. Омск (Омская обл.), ул. Ивана Алексеева, д. 4",omsk@nsawt.ru,+7(3812) 24-09-94,http://oivt-sguwt.ru/
