;Вуз;Адрес;e-mail;Телефон;Сайт;Категории;Url;Url_With_Coordinates;lat;long
420;Оренбургский филиал Российского государственного университета нефти и газа им. И.М. Губкина;г. Оренбург (Оренбургская обл.), ул. Юных Ленинцев, д. 20;priem@orengubkin.ru;(3532) 62-94-25, 62-20-93;http://oren.gubkin.ru/;Биологические,Гуманитарные,Технические,Нефтяные,Транспортные;https://www.google.com/maps/search/г. Оренбург (Оренбургская обл.), ул. Юных Ленинцев, д. 20;https://maps.google.com/maps/api/staticmap?center=51.8406279%2C55.1456925&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=lx0oTLwmn_KcHF94oF6welkOD44;51.8406279;55.1456925
421;Оренбургский филиал Российского экономического университета имени Г.В. Плеханова;г. Оренбург (Оренбургская обл.), ул. Пушкинская, д. 53;orenburg@rea.ru;(3532) 77-66-40;http://orenrsute.ru;Гуманитарные,Экономические;https://www.google.com/maps/search/г. Оренбург (Оренбургская обл.), ул. Пушкинская, д. 53;https://maps.google.com/maps/api/staticmap?center=51.762443%2C55.106302&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=8doShP0LU8shc81urEDeSHBHQXw;51.762443;55.106302
422;Оренбургский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ;г. Оренбург (Оренбургская обл.), пр-д Братьев Коростелевых, д. 141;uralacad@esoo.ru;(353) 277-04-03, 277-18-49, 277-18-50;http://orn.ranepa.ru/;Гуманитарные;https://www.google.com/maps/search/г. Оренбург (Оренбургская обл.), пр-д Братьев Коростелевых, д. 141;https://maps.google.com/maps/api/staticmap?center=51.8012024%2C55.0611209&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=nRHpJwXPRWZ-dKCjKwRS8sD_tfA;51.8012024;55.0611209
423;Орловский Государственный институт культуры;302020, Орловская область, г. Орел, ул. Лескова, д. 15;priem.ogiik@mail.ru;+7-953-620-80-29;http://ogiik.orel.ru/index.html;Вузы культуры,Гуманитарные,Информационные,Сервиса;https://www.google.com/maps/search/302020, Орловская область, г. Орел, ул. Лескова, д. 15;https://maps.google.com/maps/api/staticmap?center=52.97688%2C36.052054&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Ge1is26wYhE-Ep5eokA0iy8ZJzQ;52.97688;36.052054
424;Орловский филиал Финансового университета при Правительстве Российской Федерации;г. Орел (Орловская обл.), ул. Гостиная, д. 2;orel@fa.ru;(4862) 55-63-30, 55-64-19;http://www.fa.ru/fil/orel/Pages/Home.aspx;Гуманитарные,Экономические;https://www.google.com/maps/search/г. Орел (Орловская обл.), ул. Гостиная, д. 2;https://maps.google.com/maps/api/staticmap?center=52.964615%2C36.0691231&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=l9uTGDEb0Jeaj3Amz6ClhXzx-PI;52.964615;36.0691231
425;Орский гуманитарно-технологический институт (филиал) Оренбургского государственного университета;г. Орск (Оренбургская обл.), пр-т Мира, д. 15А;ogti_adm@ogti.orsk.ru;(3537) 23-65-80;http://og-ti.ru;Гуманитарные,Информационные,Экономические,Педагогические,Психологические;https://www.google.com/maps/search/г. Орск (Оренбургская обл.), пр-т Мира, д. 15А;https://maps.google.com/maps/api/staticmap?center=51.228867%2C58.497744&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=xa2tHyBo0dQzhHnZARX7dJ89b2k;51.228867;58.497744
426;Орский филиал Московского финансово-юридического университета МФЮА;г. Орск (Оренбургская обл.), ул. Строителей, д. 25;mfa-orsk@mail.ru;(3537) 22-15-47, 22-15-48;http://orsk.mfua.ru/;Гуманитарные,Экономические,Юридические;https://www.google.com/maps/search/г. Орск (Оренбургская обл.), ул. Строителей, д. 25;https://maps.google.com/maps/api/staticmap?center=51.2309592%2C58.5320644&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=_O1FyVuLa0v9SHxwLkeb30am_so;51.2309592;58.5320644
427;Павлово-Посадский филиал Российского государственного социального университета;г. Павловский Посад (Московская обл., Павлово-Посадский р-н), ул. Кирова, д. 67;Pavlovskij-Posad@rgsu.net;(496) 432-49-65;http://pavlovsky.rgsu.net;Гуманитарные,Экономические,Юридические;https://www.google.com/maps/search/г. Павловский Посад (Московская обл., Павлово-Посадский р-н), ул. Кирова, д. 67;https://maps.google.com/maps/api/staticmap?center=55.7800715%2C38.6603379&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=AgU2zVk-ahTAw5-S5J_5fbnCe90;55.7800715;38.6603379
428;Павловский филиал Нижегородского государственного университета им. Н.И. Лобачевского;г. Павлово (Нижегородская обл., Павловский р-н), ул. Шмидта, д. 7;fdo2-dekanat@unn.ru;(83171) 2-40-43, 2-17-99;http://www.unn.ru/cdo/Pavlovo.html;Гуманитарные,Экономические,Технические,Юридические;https://www.google.com/maps/search/г. Павлово (Нижегородская обл., Павловский р-н), ул. Шмидта, д. 7;https://maps.google.com/maps/api/staticmap?center=55.9653847%2C43.0633792&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=pPcJ6vkh-2Pz_HqwRutfto9d8wc;55.9653847;43.0633792
429;Пензенский государственный аграрный университет;г. Пенза (Пензенская обл.), ул.Ботаническая 30;penz_gau@mail.ru;+7(8412) 62-81-34;https://pgau.ru/;Аграрные,Гуманитарные,Географические,Экономические,Медицинские,Транспортные;https://www.google.com/maps/search/г. Пенза (Пензенская обл.), ул.Ботаническая 30;https://maps.google.com/maps/api/staticmap?center=53.167185%2C45.107812&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=jctu3eCSBKpVLtEoEH48--JgDzY;53.167185;45.107812
430;Пензенский государственный технологический университет;Пенза, проезд Байдукова ул. Гагарина, д. 1а 11;rector@penzgtu.ru;"(8412) 49-54-41; (8412) 49-62-27 (ПК)";http://www.penzgtu.ru;Биологические,Гуманитарные,Информационные,Экономические,Медицинские,Педагогические,Сервиса,Технические,Транспортные,Пищевые;https://www.google.com/maps/search/Пенза, проезд Байдукова ул. Гагарина, д. 1а 11;https://maps.google.com/maps/api/staticmap?center=53.224272%2C45.000279&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=DPko49b3lL4vkpxXbr9sG0LczHI;53.224272;45.000279
